train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
238	Girls size 10 Justice Jeans Bundle	3	Kids/Girls (4+)/Jeans	Justice	10.0	0	No description yet
239	Zagg invisible shield for IPad air	1	Electronics/Computers & Tablets/iPad/Tablet/eBook Readers		10.0	1	Zag invisible shield for IPad air
240	1998 SP Authentic Derek Jeter	2	Vintage & Collectibles/Trading Cards/Sports	MLB	3.0	1	1998 SP Authentic Derek Jeter #145
241	MK Vanilla Wallet Wristlet Phone Case	1	Women/Women's Accessories/Wallets	Michael Kors	80.0	0	100% authentic Wristlet Phone Case, zip around, MK signature Vanilla Color Retail Price [rm] Firm price Check out my closet ❤️
242	Lularoe OS Leggings, Birds on a wire	1	Women/Athletic Apparel/Pants, Tights, Leggings		61.0	0	Brand new, highly sought after unicorn. Black background with white birds on a wire. These are so pretty. Will ship within 1-2 days. Brand new in package. Only opened for pictures. Smoke free - pet free home. Will ship priority with tracing and insurance.
243	American Eagle high waisted shorts	2	Women/Pants/Other	American Eagle	22.0	0	Distressed high waisted shorts from AE. size 0
244	Cole Haan wristlet	2	Women/Women's Accessories/Wallets	Cole Haan	10.0	1	Deep purple or eggplant color. Leather. Super cute. Big enough for phone and keys. Please look at photos before purchase. Thanks
245	Dove body wash	1	Beauty/Bath & Body/Bath		18.0	0	Price for 3 bottles Assorted selection Please comment which scent There 3 photos of choices
246	I love dance draw string bag	1	Kids/Car Seats & Accessories/Accessories		7.0	0	New The bag is smaller, for a little girl.
247	Jessica Simpson off shoulder top small	3	Women/Tops & Blouses/Blouse	Jessica Simpson	9.0	0	Perfect for spring. Light blue colored. Like new. Women's juniors Spaghetti straps with off shoulder and flowing bottom Shorts are listed separately Will bundle to reduce shipping costs!
248	PANDORA DAZZLING DAISY CZ DANGLE CHARM	1	Women/Jewelry/Bracelets	PANDORA	27.0	1	NEW FREE SHIPPING
249	Scentsy Bath Tabs	2	Beauty/Skin Care/Body		8.0	1	No description yet
250	Lularoe chevron tie dye Sarah	1	Women/Sweaters/Cardigan		81.0	0	Gorgeous teals and blues. Stretchier knit fabric.
251	ABH DipBrow Pomade	3	Beauty/Makeup/Eyes	Sephora	9.0	0	Shade: Dark Brown Has been used TAGS: liquid lipstick mac morphe colourpop Anastasia Beverly Hills NARS MAKEUP FORVER NYX
252	Giorgio Armani Regenessence	1	Beauty/Makeup/Face	Georgio Armani	10.0	1	Sample sized, never used Multi-firming rejuvenating cream and eye rejuvenating serum
253	Calvin Klein Fragrance Set	2	Beauty/Fragrance/Women		17.0	0	No description yet
254	Kendra Scott Black Iridescent Elle	3	Women/Jewelry/Earrings	Kendra Scott	59.0	0	Good condition *SEE ALL MY KENDRA SCOTT LISTINGS*
255	I'll Cry if I Want To Sticker	1	Women/Other/Other		4.0	1	New Adorable Melanie Martinez I'll Cry if I Want To Vinyl Sticker
256	Brand New Men's Socks	2	Men/Athletic Apparel/Socks	Dickies	10.0	1	Dickies men's socks. Size 10-13
257	FS lip smacker shine	1	Beauty/Makeup/Lips	Bonne Bell	6.0	1	New 3 flavors
258	ACER Laptop	5			14.0	0	Powers on, no screen display, no external damage, may be used for parts
259	Simply Southern Pink Preppy Long Sleeve	1	Women/Tops & Blouses/T-Shirts	vineyard vines	14.0	1	Bubblegum Pink long sleeved SS pocket tee. Preppy Classy... Fun! Soft cotton. Such a cute shirt for fall. New with tags! Women's size small! Gorgeous shirt! Perfect gift! We are smoke free. Perfect gift!
260	Baby Bomber Jacket/ puffer jacket bundle	2	Kids/Boys 0-24 Mos/Coats & Jackets	Gap	26.0	0	Listing for buyer 2 jackets
261	Advocare shake	1	Other/Daily & Travel items/Sports Nutrition		40.0	0	Full box unopened. 14 pouches. Snickerdoodle flavor. 24g protein Retails [rm]+ shipping Sold out online. Selling cheap due to overstock!
262	Gray Under Armour pants	3	Sports & Outdoors/Apparel/Girls	Under Armour	15.0	1	Gray UA Straight-leg Pants w/turquoise trim. Like new.
263	Scarlet spider funko pop	1	Vintage & Collectibles/Toy/Action Figure	Funko	18.0	0	Pop is is great condition, minor crease shown in pictures.
264	Ricky Garner	1	Other/Other/Other		650.0	1	No description yet
265	NEW Ulta makeup lot	1	Beauty/Makeup/Makeup Sets	Ulta	14.0	0	Never used 1 palette 1 lip crayon 1 lip gloss 1 dual ended eye liner (black/purple) 1 eye primer 1 sample of Too Faced Chocolate Soleil bronzer Use the 10% coupon!
266	Jordan 4 retro 6c	3	Kids/Boys 0-24 Mos/Shoes		36.0	0	Great condition Comes with box
267	Large Coach bag	3	Women/Women's Handbags/Totes & Shoppers	Coach	23.0	0	Large animal print coach bag
268	New York baseball hat	1	Men/Men's Accessories/Hats		7.0	0	New York baseball hat NWT This hat was purchased in New York for my son but he never used it.
269	Ugg Australia Shoe Paper Bag(Free Ship)	1	Women/Women's Handbags/Totes & Shoppers	UGG Australia	9.0	1	Perfecr for giving a gift or for any occassion.It is tall and shoe box can fit inside not the boots one.DON'T ASK about the item if your NOT interested.INAPPROPRIATE COMMENT WILL BE DELETED/BLOCKED!
270	Jo Malone Wild Blueberry	3	Beauty/Fragrance/Women		41.0	0	Beautiful scent, barely used
271	JBL Flip 2 Portable Bluetooth Speaker	3	Electronics/TV, Audio & Surveillance/Portable Audio & Accessories	JBL	44.0	0	Great speaker, comes with the charger!
272	Adidas Womens Pink Size Large Zip Up	3	Women/Sweaters/Full Zip	Adidas	14.0	0	Gently used women's size large Adidas pink with black zip up track type jacket. In gently used condition. No rips, stains or odors. From a smoke and pet free environment.
273	Boys puma T-shirt	1	Kids/Boys (4+)/Top & T-shirts		8.0	1	New with tags . Boys size Med 8-10 Color : grey and red
274	black swim suit bottom	2	Women/Swimwear/Two-Piece		14.0	0	No description yet
275	Criss cross black tank crop top	3	Women/Tops & Blouses/Tank, Cami		7.0	1	Worn about 3 times still in good condition
276	Nintendo 64	3	Electronics/Video Games & Consoles/Games	Nintendo	124.0	0	Here I have a Nintendo 64 old school Everything works Comes with games Comes with cords 4 remotes With memory blocks Would love for someone to rekindle their old childhood memories I ran across other people on mecari selling this item and I have the best bundle for best price
277	Requested Bundle for swag773	3	Women/Tops & Blouses/Blouse		35.0	0	No description yet
278	Fashion Nova Longsleeve	1	Women/Tops & Blouses/Tank, Cami	Fashion Nova	12.0	1	New size large
279	Sweet Sixteen picture frame New	1	Home/Home Décor/Photo Albums & Frames		9.0	1	New In box, never opened. Holds a 4x6 photo.
280	Rocket balloon	1	Kids/Toys/Party Supplies		10.0	1	"Rocket balloon Alien in the window Brand new Still packaged Brand: North Star balloons Free ship 41"" Foil Easy self seal - The more you bundle, the more you save!"
281	Red Stripes Fidget Hand Spinner	1	Kids/Toys/Games		8.0	1	Red Stripes Print Fidget Hand Finger Spinner Price for each spinner [rm] In a White Card Box
282	Aztec Black and White Medium Dress	2	Women/Dresses/Above Knee, Mini		10.0	1	Size Medium MADE BY MISS DAISY Worn ONE TIME No Defects SUPER CUTE AND FLATTERING
283	Doctor Who TARDIS	1	Kids/Toys/Action Figures & Statues		12.0	0	Never opened, a bit of tape on the boxes. These were Christmas presents that I ended up never giving.
284	5 Ring Bundle	2	Women/Jewelry/Rings		8.0	1	Never worn. Size 7
285	Waist Trainer/Xsmall/ships Today	1	Sports & Outdoors/Exercise/Fitness accessories		13.0	1	WILL SHIP THIS IN MORNING!!!Newest (2017) trainer....Message me your size and you can buy this post... ....3rd picture is of my waist trainer.High Quality 4/ bone Waist Trainer Cincher corset Helps with Weight loss * Reduces Waist Size * Helps with posture You can use these underneath your clothing discreetly and they will help your figure shape Wear the Trainer for a few hours a day until your body gets used to them You can wear it for longer periods when your body feels comfortable Make sure you have the correct size They have Hooks&eyes front settings for you to adjust as your body shape changes.If this is not your size you can comment your size and buy this post....I have small, medium, large, Extra large, 2x,3x,4x
286	Forever 21 Pink Top	3	Women/Tops & Blouses/Blouse	FOREVER 21	11.0	0	*Worn once as part of my cat lady costume! *Will fit size: S & M *Stretchy *Fuzzy and warm *Light pink **WILL DO BUNDLES** *CHECK OUT MY OTHER ITEMS*
287	Set of all 7 Dragon Balls	2	Kids/Toys/Action Figures & Statues	Funimation Production	12.0	1	Set of dragon balls made of hard plastic, great room decoration
288	LuLaRoe OS hipster penguins	2	Women/Jeans/Leggings	LuLaRoe	27.0	1	Brand new, never worn, no tag. Navy Blue background, red glasses. More pictures available on request.
289	"Free People ""Free Fallin"" V-Neck"	3	Women/Tops & Blouses/T-Shirts	Free People	24.0	0	Great condition, just too big for me. Size small but fits more like a medium or oversized small. Olive green color!
290	Bundle	1	Other/Other/Other		81.0	0	[rm] Discounted price [rm]
291	FREE SHIP LuLaRoe OS Stork Leggings	1	Women/Athletic Apparel/Pants, Tights, Leggings		55.0	1	NWT LuLaRoe OS (One Size) leggings. Purple background with storks carrying light blue and light pink bundles. Unicorn!! Great for gender reveals! From a smoke free, pet friendly home. I ship quickly... same day if possible.
292	Kat von d outlaw	1	Beauty/Makeup/Lips	Kat Von D	14.0	1	New Never used
293	Grateful Thankful Blessed Wood Art Box	2	Home/Home Décor/Home Décor Accents		10.0	0	"Grateful Thankful Blessed Wood Art Box Decor. White natural and gray colors. Like new. 7"" x 5"". By Belle Maison."
294	NWOT Lululemon In the Present Pouch	2	Women/Women's Handbags/Other	Lululemon	42.0	0	NWOT Lululemon In the Present Pouch. 2 bags in 1!
295	Oversized gold circle clear lens glasses	1	Women/Women's Accessories/Sunglasses		21.0	0	No description yet
296	Black booties	1	Women/Shoes/Boots	JustFab	31.0	0	Beautiful brand new in box booties with roses on the heel. They are a size 9.
297	Photography fishing props	3	Handmade/Art/Photography		18.0	0	Newborn fishing outfit & fish (just need stick to attach fish. The wooden #l & navy garland. Any questions please ask. Will bundle to save on shipping, price is firm
298	Jordan's kids size 6	4	Kids/Boys 0-24 Mos/Shoes	Nike	14.0	0	No description yet
299	Free ship Glamglow glow moisturizer	1	Beauty/Skin Care/Face	Sephora	7.0	1	Selling brand new mini (0.24 oz) Glamglow glow starter moisturizer in nude glow. Brand new and authentic without box. Which skin type is it good for? ✔ Normal ✔ Oily ✔ Combination ✔ Dry What it is: A hydrating, super-charged cream with iridescent illuminating pearl particles to blur, reflect, and enhance your complexion for an instant luminous finish. Solutions for: - Dryness - Dullness and uneven texture
300	Jordan iPhone case only for plus	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Apple	5.0	1	JORDAN IPHONE CASE ONLY FOR IPHONE 6 plus iPhone 6s Plus ONLY
301	Free Shipping 38G Freya Bra	3	Women/Underwear/Bras	Freya	15.0	1	Lightly lined and underwire. Dark navy blue color with pink white and tan sparrows on it. Ship M-F only ♡
302	Tory burch shoulder purse	3	Women/Women's Handbags/Shoulder Bag	Tory Burch	131.0	0	In great condition flaws shown in pics purse retail [rm] ❗any low ball offers will be ignored❗
303	Crocs	3	Women/Shoes/Loafers & Slip-Ons	Crocs	16.0	0	Super comfy crocs. The pull tab on right shoe is ripped. Please see picture.
304	5.8oz Best Seller Slime Sampler	1	Kids/Toys/Arts & Crafts	Elmers	13.0	1	6 Best Sellers From House of Versailles Co. Cake pop confetti Creamy Slime Lemon Gold Bar H20 Slime Pink Cotton Candy H20 Slime Glitter Bomb H20 Slime Thai Style Lavender Slime Beautuful Day Butter Clay Slime 1.2oz Ready to use Slime Activator Included. READ BEFORE PURCHASING Palette measures 4x4 inches round. Each slot is 1 inch high and holds just a little under 1 full ounce.
305	Mini Safe w/ Money Slot	2	Kids/Toys/Games		9.0	0	Mini Safe w/ Money slot and pull out tray inside. Great deal for this. ** Comes with key **
306	JUSTIN BIEBER SINGING TOOTHBRUSH	1	Kids/Girls 2T-5T/Accessories		5.0	1	Bn Purple in color Sings two songs, never say never and one time
307	Travel size Prada fragrances	2	Beauty/Fragrance/Women		11.0	0	2 Travel size mini Prada fragrances, one Prada Candy and one Prada Candy kiss as shown. Each 0.24 fl oz. new in box, never been used.
308	FREE SHIP beige silk tank top	2	Women/Tops & Blouses/Tank, Cami		11.0	1	how darling is this beige/taupe 100% SILK top? in perfect condition for those hot summer days! has adjustable straps so no worries about too much/little boobage. size is wilfred xxs but fits a true xs or smaller chested small. I pay shipping!
309	Genuine Kids 2T Dress	2	Kids/Girls 2T-5T/Dresses	Osh Kosh B'gosh	6.0	1	In great condition
310	Boots	1	Women/Shoes/Boots		16.0	0	NWT never worn size 6
311	NEW time turner and wolf necklace bundle	2	Women/Jewelry/Necklaces		16.0	1	**New Harry potter time turner necklace. **Very beautiful !!! **Silver with white sand. * hourglass *Hermione Granger *Wizards *Dark magic *Fantasy Great Christmas present!!!
312	Men's Nike force shoes	4	Men/Shoes/Athletic	Nike	18.0	0	Some scuffs and creases
313	Jordan Flight sz 12 (FREE SHIP)	2	Men/Shoes/Athletic	Jordan	26.0	1	Never worn
314	NEW Trendy 80s style Digital Gold Watch!	1	Men/Men's Accessories/Watches		12.0	0	Really cool brand new 80s style gold plated watch! This digital style is coming back and this is your chance to get one for a good deal! Stones Deals Discounts: Add any item with free shipping to your order and get [rm] off for EACH item added! Add more items with paid shipping to one order and I will combine them to all one shipping cost!
315	Reduced Lularoe os woodland creatures	1	Women/Athletic Apparel/Pants, Tights, Leggings	Independent	32.0	1	NEW!! Never worn or tried on. Lularoe buttery soft leggings HTF OS LuLaRoe Rudolph the Lularoe unicorn Red Nosed Reindeer and his woodland friends. Made in China Os fit 2-12 Tags:, lularoe, one size, llr, lula, NWT, BNWT, pattern, Christmas, leggings, present, gift, free shipping
316	Pearl earrings chanel	1	Women/Jewelry/Earrings		26.0	0	New fashion pearl earring White gold pleated They're brand new and high quality Price firm unless bundled
317	VS Pink Hoodie NWT/ FREE SHIPPING	1	Women/Sweaters/Hooded	PINK	44.0	0	Dark gray. Size XS. NWT
318	Makeup bundle	1	Beauty/Makeup/Makeup Sets		23.0	0	Brandnew makeup:) Save 27 dollars with this bundle than buying everything separate!:) -wet n wild megaglo highlighter in crown of my canopy -wet n wild megaglo illuminating pallete -e.l.f tone correcting pallete powder cream -instant age rewind in 120 creamy ivory -e.l.f foundation serum -Cover girl ultra smooth foundation with applicator In color 840 natural beige -Maybelline dream liquid mousse foundation in color 20 classic ivory -Maybelline highlighter
319	"❤☺NYX SUEDE ""SANDSTORM"" LIQUID LIPPY☺❤"	1	Beauty/Makeup/Lips	NYX	9.0	1	"✨✨✨CHOOSE 2 FOR [rm]✨✨✨ ✨✨PLEASE READ MY BIO BEFORE BUYING FROM MY CLOSET...THANKS!!✨✨ ⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆ ❤**ALL ORDERS WILL BE PHOTOGRAPHED BEFORE SHIPMENT**❤ ✨✨DISCOUNT ON BUNDLES✨✨ ❤☺(1) NYX SUEDE ""SANDSTORM"" LIQUID CREME LIPPY☺❤ ⭐BRAND NEW AND SEALED⭐ ✨HIGHLY PIGMENTED✨ ✨HIGH QUALITY✨ ✨LONG LASTING✨ ☺**Price is FAIR and FIRM**☺ Also check my closet for: Kylie Jenner Lip Kits Victoria's Secret/VS PINK Apparel Variety of Matte Liquid Lipsticks Lip Liners/Pencils Eye/Dip Brow Pomade And Much Much More!! Thanks for visiting Lisa J's Closet! Have a Great Day!!❤☺❤"
320	Professional Precision Digital Scale	1	Electronics/Cell Phones & Accessories/Cell Phones & Smartphones		12.0	0	RT-500 Professional Digital Mini Scale Precision Instrument Small, compact, easy to carry w/ little room to stowe. 6 Weighing modes including oz and grams LCD Display Brand New with battery
321	Vera Bradley eyeglass case	2	Vintage & Collectibles/Accessories/Eyewear	Vera Bradley	10.0	0	Vera Bradley eyeglass case! Has zipper Brand new!! Any questions please ask
322	!ship free! iphone 5pcs cables-pk	1	Electronics/Cell Phones & Accessories/Cables & Adapters		8.0	1	Immediate purchase　OK?? FREE SHIPPING?? ［Features］ Charge And Sync [Length] 3.3ft [Package included] as illustrated in this picture ［condition］ 100% brand new ＊3rd party product [Compatible With] iPhone SE/iPhone 6/iPhone 6s/iPhone 6 Plus/iPhone 6s Plus/ iPhone 5/iPhone 5S/iPhone 5C/iPhone 4/iPhone 4s / iPad Pro/iPad Air2/iPad Air1/iPad 4/iPad 3/iPad 2/iPad 1/ iPod touch 5th/iPod touch 4th/iPod touch 3rd/iPod touch 2nd/ Will ship in 2-3 days. I use usps and will provide tracking information. I ALWAYS ship out same day or at the latest, within 1 business day. BUT USPS delays are out of my control, please understand! THANK U!
323	Colorescience spf powder + brush	1	Beauty/Makeup/Face		8.0	1	Travel size
324	Pink & Black Yoga Pants	1	Women/Athletic Apparel/Pants, Tights, Leggings		11.0	1	No description yet
325	Tv wall mount	1	Electronics/TV, Audio & Surveillance/Gadgets		21.0	0	Brand new in box
326	LULAROE TC legging. HTF!!!	1	Women/Athletic Apparel/Pants, Tights, Leggings		69.0	0	Brand new!!
327	Nike dri fit leggings size small	4	Women/Athletic Apparel/Pants, Tights, Leggings	Nike	25.0	0	Good condition has small pocket on back and zippers on bottom. Great workout leggings
328	Old Navy Jean Jacket	2	Women/Coats & Jackets/Jean Jacket	Old Navy	23.0	0	Never worn just took tags off and hung it in closet Stretch material size XL
329	PINK Ultimate Yoga Leggings	4	Women/Athletic Apparel/Pants, Tights, Leggings	PINK	14.0	0	Used, 2 small holes shown in pic 4 on back of thigh bellow butt, minor pilling between legs, size M, skinny leg, black.
330	(M) 7 VS/VS PINK Items	3	Women/Pants/Other	PINK	39.0	0	[rm] for all. Will post separately later if not sold. 7 Victoria's Secret PINK Items: 1 yoga 1 legging 1 pant 1 tank 1 long sleeve shirt 1 sweater 1 jacket I have not yet checked their conditions. Later when I post separately I will price each according to their condition. But in the bundle it is cheaper. Posting as bundle for the 10% Off discount.
331	Comfort Colors!	2	Women/Tops & Blouses/T-Shirts	Comfort Colors	14.0	0	Super cute t-shirt!
332	0g tunnels	3	Women/Jewelry/Earrings	Hot Topic	6.0	1	No description yet
333	TODDLER LOAFERS	2	Kids/Boys 2T-5T/Shoes		21.0	0	ROYAL BLUE Loafers, GREAT CONDITION, LIKE NEW , THEY DON'T HAVE THE SIZE LISTED IN THEM . MY NEPHEW WORE THEM AND HE IS A SIZE 7-8
334	Halloween Tree	3	Home/Seasonal Décor/Halloween		22.0	0	Super cute purple glitter Halloween tree with battery operated lights and 4 ornaments and 5 pumpkin light covers. The top and base separate for easier storage. Tree is about 20inches tall and perfect for an office or small table. Tree is in great shape. Doesn't come with batteries but I do have the original instruction manual. Tags: Spooky, goth, witches, spiders, cobwebs, black cats, pumpkins, fall
335	Eyelash Growth Serum	1	Beauty/Makeup/Eyes		9.0	0	Eyelash Eyebrow Growth Rejuvenating Serum Eyebrows will take Longer to Grow Eyelashes will Grow and Thicken in 2-3 Weeks! Originally [rm] Lowered to [rm] Safe for Sensitive Eyes and A Lot Safer than Eyelash Extensions Makes a Huge Appearance Difference Fast Results! #eyelashes #longlashes #growth #rejuvenator #thick # Grow #serum #makeup #eye #eyemakeup #eyelashextensions #safe #sephora
336	Rae Dunn Icon Savor Ovals (3)	1	Home/Kitchen & Dining/Dining & Entertaining	Rae Dunn	31.0	0	Brand new. Experienced shipper. New here but not new to selling and shipping.
337	NEW Coach Ray Outline Sig High Tops	1	Women/Shoes/Fashion Sneakers	Coach	56.0	0	Coach Ray Signature High Tops. NEW never worn. Authentic. Size 6. Black with a bit of gold. Original price is [rm] plus tax
338	MILK PENCIL CASE	1	Other/Office supplies/School Supplies		11.0	1	Very Cute pencil case that looks like a carton of milk Tag: kawaii, pen case, pencil case, school supply, cute, milk pencil case, office supply
339	Nike Pros	3	Women/Athletic Apparel/Shorts	Nike	13.0	0	Dri-Fit The bottom of the N wore off a little
340	Miss me sz 28	3	Women/Jeans/Boot Cut	Miss Me	24.0	0	There are a few flaws as seen in 3rd picture. Bottom of legs and a black spot on front of left leg.
341	Nivea lip balm	1	Beauty/Makeup/Lips		4.0	1	Brand new never opened
342	Stainless Steel Window Canister Set	3	Home/Kitchen & Dining/Kitchen Utensils & Gadgets		19.0	0	LhAll in great condition, hardly used
343	Maxi ribbed tank dress size sm	2	Women/Dresses/Full-Length		10.0	1	Never worn too big on me. Somewhat thick material.
344	Gymshark crop bundle -L	1	Women/Athletic Apparel/Shirts & Tops	Gymshark	45.0	1	One black top, one plum top- both size large
345	Tory Burch Gladiator Sandals 6.5	3	Women/Shoes/Sandals	Tory Burch	76.0	0	Tory Burch Gladiator Sandals 6.5. Tan Suede real zip Gladiator type sandal. Leather sole. Made in Brazil-Authentic. Good used condition.
346	Rae Dunn tea canister	1	Home/Kitchen & Dining/Coffee & Tea Accessories	Rae Dunn	60.0	0	Item is new and unused. I am not responsible for any damages during the shipping process. Ships via FedEx which may take slightly longer than usps.
347	H&M Polka Dot Nude Dress	2	Women/Dresses/Above Knee, Mini	H&M	14.0	0	■▪ H&M Polka Dot Nude Dress ▪■ CUTE, COMFORTABLE, HAS POCKETS ▪No flaws ▪SIZE small ▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪ Similar Styles melville express urbanoutfitters free people zara f21 forever 21 modcloth vintage
348	Lipsense Bombshell	1	Beauty/Makeup/Lips	SeneGence	22.0	0	Never used, new. I don't sell lipsense. Bought and never used
349	Adidas runner	4	Men/Shoes/Athletic	Adidas	40.0	1	No description yet
350	Stussy vintage dot Ragland LARGE	1	Men/Tops/T-shirts		33.0	0	Brand new with tags white/burgundy
351	LuLaRoe Halloween Frankenstein Leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings	Independent	24.0	0	LuLaRoe Leggings One Size Halloween Frankenstein Print New Without Tag Never Worn Or Washed
352	2-Mens XXL Cruise Ship T-Shirts NWOT	2	Men/Tops/T-shirts		9.0	0	2-Mens XXL Cruise Ship T-Shirts. Grey-Royal Caribbean on Pocket Embroidered, blank back, NEW WITH TAGS. White-Soverign of the Seas, graphic on front, back blank NWOT
353	Ralph Lauren Blake Shirt L	3	Men/Tops/Button-Front	Ralph Lauren	18.0	1	"No damage, light aqua, flat chest 27""."
354	Buckle Jacket	2	Women/Athletic Apparel/Jackets		31.0	0	No description yet
355	Solar Powered Owl Bobble	2	Home/Other/Other		5.0	1	Solar Powered owl Bobble
356	Vera Wang Lovestruck perfume	2	Beauty/Fragrance/Women		21.0	0	Never used at all
357	Murad Skincare Lot	1	Beauty/Skin Care/Face	Sephora	14.0	1	Murad Skincare Lot Includes: Murad Essential C Cleanser 1.5 oz Murad Instant Radiance Eye Cream .12 oz Murad Rapid Age Spot and Pigment Lightening Serum .25 oz Murad Invisiblur Perfecting Shield 2x .17 oz Foils: 2x Murad Invisiblur Perfecting Shield
358	Toms size T9	3	Kids/Girls 2T-5T/Shoes		17.0	1	Used only a couple of times, like new!
359	Express Peplum Top	3	Women/Tops & Blouses/Tank, Cami	Express	10.0	1	Blue and black peplum tank top from express with zipper closure. Great condition.
360	Vintage Action Figures	3	Kids/Toys/Action Figures & Statues		11.0	0	Wolverine, Skeletor, Superman (missing cape), Captain America
361	Zara baby boy sweater size 18/24	2	Kids/Boys 0-24 Mos/Tops & T-Shirts	Gap	12.0	1	Zara pumpkin Halloween sweater Worn for a few mins
362	Ben Nye	3	Beauty/Makeup/Face		12.0	1	Used twice.
363	Nike roshe Shoes For Boy	3	Kids/Boys 2T-5T/Shoes	Nike	24.0	0	Size 11.5 They are in verry good conditions verry little wear. I love this shoes but they are too small for my baby boy!!
364	Bath & body works cool citrus basil	2	Beauty/Skin Care/Body	Bath & Body Works	34.0	0	Bath and body works cool citrus basil 8oz body splash full and like new From my personal collection Price is firm Bundle to save on shipping
365	Marc jacobs Pretty Nylon Backpack Black	2	Women/Women's Handbags/Backpack Style	MARC BY MARC JACOBS	106.0	0	Perfect condition!
366	Women's Nike Dri Fit Shorts	1	Women/Athletic Apparel/Shorts	Nike	15.0	1	• FREE SHIPPING! • brand new with tags • size medium
367	New Adidas Baseball Cleats/Spikes/Shoes	2	Sports & Outdoors/Footwear/Cleats	Adidas	40.0	0	Adidas Men's/Boys Baseball Cleats / Spikes / Shoes Brand New - Never Worn Size 8.5 Men's Color: Black and White Rubber/Plastic Cleat Material From a smoke free, pet free home.
368	North Face Polartec Fleece Jacket	3	Women/Coats & Jackets/Fleece Jacket	The North Face	16.0	1	"Light Blue, Size medium women's. Light pilling, price reflected. Chest measurement: 22 "" Length"" 23.5 "" Coat"
369	Size Small Southern Boutique Tank	3	Women/Tops & Blouses/Tank, Cami		11.0	1	Size Small but runs big! Could easily fit a medium.
370	3 new pairs pink socks and free ty gift	2	Women/Athletic Apparel/Socks	PINK	8.0	1	3 new pairs pink socks and free ty gift and free shipping
371	On hold for Angel	2	Women/Tops & Blouses/Blouse		7.0	1	Selling super cute blue boho top with flared sleeves. Can be worn with high waisted pants or mid rise. Super comfortable
372	Brandy Melville Indian skull crop tank	3	Women/Tops & Blouses/Tank, Cami	Brandy Melville	9.0	0	One of the classic Brandy Melville designs! Super cute crop tank top. Some light pilling on the top as pictured due to the soft fabric and worn around 5 times. Priced to reflect the wear! MSRP [rm] No trades. Bundle to save!
373	Blue Flame Black bikini top Medium	4	Women/Swimwear/Two-Piece		5.0	1	Preowned. There are signs of use but there is plenty of life left Elastic halter style
374	Nwt Men's 32x30 Jeans	1	Men/Jeans/Slim, Skinny	Carbon	12.0	0	Dark wash.
375	VS PINK LOGO BAND BOYSHORTS	1	Women/Underwear/Panties	PINK	16.0	1	BRAND NEW TAGS ATTACHED VS PINK LOGO BAND BOYSHORTS SIZE MEDIUM!! PRICE IS FIRM!!
376	2 Liz Lange maternity dresses new medium	1	Women/Maternity/Dresses	Liz Lange	9.0	0	2 Liz Lange maternity dress Medium Approximately retail [rm]+ Bundle wholesale boxes 1. Please note the line through the tags (This doesn't hurt the item it is to prevent returning to the store since this is overstocked items still being sold at retail in many locations) 2. Pricing is firm this is close out pricing 3. I can't switch for items in another box or add subtract items 4. Ask questions before purchasing :) Follow me I have more boxes to list. Great for resale Box number 33 For shipping purposes
377	Lululemon skinny women's pants size 6	3	Women/Athletic Apparel/Pants, Tights, Leggings	lululemon athletica	40.0	0	"Lululemon Run Inspire Crop Skinny Women's Pants 6 FAST SHIP! Great. Measurements taken by hand: Waist Laying Flat Across a Ruler: 13.5"" inches. Inseam: 20.5"" inches. Leg Opening: 5"" inches."
378	Reserved For Aria donotbuy! Only Aria	1	Women/Jewelry/Bracelets	Kendra Scott	165.0	1	NWOT Rare Mystic Bazaar Pinch Bracelet Set in Rhodium w Howlite & clear stones. Excellent condition. I have several of these I will post. Price is firm
379	Camouflage Pants	1	Women/Athletic Apparel/Pants, Tights, Leggings		56.0	0	-Camouflage colors -Size small -Brand new Freddy Jeggings -100% authentic **If you have any questions, feel free to comment**
380	New Royal Blue HH Scrub Set Large Tall	1	Other/Daily & Travel items/Health Care		28.0	0	New medical nurse uniform scrubs Set healing hands Ashley pant large Tall style 9022 paired with Britney top size large; royal blue
381	1 new iPhone and iPad charger	1	Electronics/Cell Phones & Accessories/Chargers & Cradles		5.0	1	1 iPhone charger 4 all 5's and 6's+iPads One hundred 100% new generic 8 pin cables Pictures were taken by myself, so this is how the real item looks like. All have been tested and work 100% guarantee. If you are interested in more than one i will do deals price is based on one with free shipping if purchasing multiple they are not [rm] dollars each they would be [rm] per additional cable. Message me for multiple if interested and can make a post for you if interested!! Thanks for purchasing! Please let me know if you have any problem with the items. We usually ship the item at the same day when you purchase Color: white Length:3 FT / 1 M Type:8 Pin to USB Cable Weight:0.4 oz each for Apple:iPhone 5  iPhone 5s  iPhone 5c  iPhone 6  iPhone 6 Plus  iPod Touch 5th Generation  iPod Nano 7th Generation
382	2 pairs born and soft sandals size 9	3	Women/Shoes/Sandals	Born	16.0	0	Two pairs of sandals one born one soft
